individual_id,age,income,country
6631,62.0,38994.57,US
6632,33.0,NaNStr,UK
6633,62.0,93857.94,UK
6634,41.0,37169.39,UK
6635,21.0,102570.63,US
6636,44.0,70395.59,US
6637,37.0,84686.09,US
6638,36.0,118177.74,
6639,31.0,42345.72,US
6640,70.0,82115.13,US
6641,52.0,117633.68,US
6642,32.0,71985.46,CA
6643,60.0,103653.51,UK
6644,23.0,88716.33,CA
6645,35.0,113556.62,US
6646,46.0,71364.52,UK
6647,44.0,72707.51,CA
6648,30.0,82617.67,UK
6649,35.0,,CA
6650,46.0,102529.01,UK
6651,44.0,110009.46,CA
6652,31.0,106928.21,UK
6653,39.0,103398.56,UK
6654,48.0,40668.67,US
6655,47.0,99244.17,US
6656,30.0,103565.66,UK
6657,-3.0,,CA
6658,59.0,96117.11,UK
6659,55.0,91905.4,CA
6660,30.0,37204.35,US
6661,70.0,56227.73,UK
6662,37.0,64954.86,US
6663,61.0,71414.94,US
6664,45.0,77083.45,
6665,62.0,91909.48,US
6666,62.0,96572.56,CA
6667,51.0,49818.68,UK
6668,41.0,45474.31,UK
6669,36.0,,UK
6670,36.0,61371.83,UK
6671,,88020.04,UK
6672,42.0,67443.46,US
6673,54.0,93677.4,UK
6674,45.0,118175.19,UK
6675,27.0,90007.75,UK
6676,69.0,99273.35,UK
6677,150.0,44084.68,UK
6678,40.0,47757.52,US
6679,25.0,33060.02,US
6680,150.0,89946.58,UK
6681,67.0,81719.53,US
6682,39.0,43224.82,UK
6683,34.0,71274.28,CA
6684,41.0,109396.97,UK
6685,68.0,69327.7,UK
6686,63.0,48671.32,UK
6687,58.0,40610.21,US
6688,43.0,51209.46,CA
6689,40.0,88403.68,US
6690,67.0,65039.23,UK
6691,age_str,59148.89,UK
6692,46.0,37776.04,CA
6693,41.0,115409.97,US
6694,26.0,96664.04,UK
6695,20.0,94767.38,US
6696,70.0,NaNStr,US
6697,56.0,36169.58,UK
6698,58.0,,UK
6699,53.0,119186.37,CA
6700,68.0,90898.64,US
